"review_text","label"
"Of course the testing will only commence after Nyepi. What's another day given how sloth like the authorities have acted to date? Clearly they have their priorities straight.","1"
"Even if they do have testing available in Bali (which is what I interpret Sarwa's somewhat obtuse post to mean), there seems little point if people aren't isolating and social distancing, nor if they don't have access to hospital care even if they do have it. I can understand the challenge though - how practical is it to expect people to stay home and earn no money when there's a chance of getting something and putting food on the table? Objectively we will see the impact that the differing approaches have - isolation and economic hardship in the Western countries and herd immunity and high death toll in Indonesia. Unobjectively it's heartbreaking to think of the thousands who will die.","0"
"Quite correct. Thousands will die owing to their governments incompetence and lax attitude.","0"
"People just have to be very careful of what the media report on confirmed cases (Western and Indonesian) The stats are not correct. Numbers of confirmed Covid-19 in indonesia will never be known, same as Australia. People are dying from from a wide range of issues and are being reported as having Covid - 19, which is not confirmed and is only a guess. The sooner we let this virus burn out , the better. All in all Indonesians are 10x better at washing and keeping clean compared to westerners.","1"
"Heartbreaking.","0"
"I don't understand . My hat size has nothing to do with covid-19. Tests have already been produced to test for traces of the antibodies in peoples blood. The current test that checks for the active virus was rushed through production. Testing proves nothing at the end of the day because results are not found until 2 weeks after the patient had been contagious. by the time results are in 98% of patients have recovered and are not contagious. All governments actions are two weeks late in every instance . This is simple virus logic . There has never been cures for the 50 other virus's the human race has , apart from trying to prevent contact in the first place. Anybody with kids would know that a healthy person receives at lest 3 virus' s each year, most go unnoticed and the older you get the less it affects you.","1"
"Sad to watch Snooky. I was in Yogyakarta just before Christmas and have never been anywhere so crowded. I imagine most of Java is the same. This virus will run rampant in Indonesia and scenes like that will sadly become more common. How long until they kick out the foreign media?","0"
"Most of Indonesian take a bath twice a day, certainly use soap, it cannot be done in country with winter time.","1"
"The priority is as number 412 and then migrant worker who come back from cruise ships to cut imported cases, and then who work in hospitals mainly who handle directly Covid-19 patients, receptionists and cleaning services have no direct contact with Covid-19 patients, so it is in the last priority. It is swab test for Covid-19 and certainly different with Rapid Test.","1"
"If you’re not an epidemiologist, bungale, spare us all your theories. “...the older you get, the less it affects you” has to be one of the most foolish claims I’ve ever heard.","1"
"Looks like I've been keeping my Hep A vaccine up to date for no reason then.","1"
"Soap or without soap is different. The Covid-19 virus has 'skin' of fat and soap will destruct the skin, so the virus has no protection anymore. Not only soap, everything can decipher fat can be used to protect you from the virus.","0"
"Hi, It’s hard to remember what this thread is about sometimes, but to those of you who are maybe still stuck in Bali and may not have heard this latest news from the governor. The closures For Nyepi that were extended to today the 26th, have now Today been extended until Monday the 30th. The order is to stay at home and this will be policed. Exemptions are for food shopping and for medical supplies etc. Cheers","1"
"This is in reply to Post 429. Virus are the most common form of illness in humans. We build up antibodies to most of them while we are still very young due you high probability of catching in daycare and school yard. just to list a couple of common Virus: Bronchiolitis Chickenpox Gastroenteritis Hand, foot and mouth disease Roseola infantum Slapped cheek or fifth disease Meningococcal infection Some of these still kill children yearly by do not affect older people because if antibodies and vaccines to 90% of the world received when they younger. Covid- 19 is a mutated form of Corona Virus . Corona virus it self is harmless and has been around for close to 60 years in many forms. At present Covid - 19 is treated the same a HIV and pneumonia because it attacks identical areas of the body.","1"
"Getting back to the main subject. Its too hard to know the true impact of the virus in indonesia at the moment. But I can bet my house on it that USA america will come out the worst in the world , health care in america is worse then indonesia. Trump is saying alot and doing nothing Widodo is doing alot and saying nothing","1"
"Hi, There were 103 new (identified) cases today in Indonesia and a further 20 deaths, mostly in the hotspot of the Jakarta. Meanwhile 20+ flights landed in Bali from Jakarta today. This doesn’t inspire confidence. Cheers","0"
"One of the survey stated that Indonesian are more optimistic than the other. So you must be optimistic and do not hate the other LeeLou. Balinese has also optimism and always attempted in the center, so I think is like confucianism. Immunologist says that optimism is important for immunity. I have mentioned before that USA handled incorrectly of Covid-19 and nowadays some experts said that USA can be a new epicenter of Covid-19. When Yogyakarta get earthquake, there are foreign volunteers that also help in New Orleans hurricane and they said Indonesia do better, because Indonesia has 'gotong royong' - you can search it in Google, but the meaning is more than it. In USA there are also panic buying of gun and bullet, because they afraid of unrest happen, so logistic is important and I have also mentioned about it.","1"
"Malaysia, Singapore and Thailand have all closed borders to visitors, for a reason. The Covid epicenters have shifted to Europe and US. Imported cases are the concern, even for China. When I last checked my Flightradar24 app, flights are still arriving into DPS from Amsterdam, Moscow, Vienna, among others.","1"
"Somehow, I don’t think optimism is the prevailing feeling in Indonesia right now.","1"
"Unfortunately Sarwa has been pedalling untruths for months. His only supporters have been first time posters who are most likely to be paid social influencers who post 2 or 3 times then disappear. The positive in this, is the world has recognised that Indonesia is likely to be the next epicentre of covid-19 and there is no one on this forum who believes him anymore.. Let him post his fairytales, and the rest of us can stick to the facts","1"
"Indonesia only has 2 intensive care unit beds per 100,000 people, the lowest proportion in Asia.","0"
"I feel so sad and helpless, so many of the lovely people I have come to know and now call friends are in such a bad situation. My thoughts and prayers go to Bali and the rest of the world.","0"
"On Friday March 27, 2020 positive Covid-19 in USA is more than 85,000, whereas in China is more than 81,000 and in Italy more than 80,000. So, USA definitely is new epicenter of Covid-19.","1"
"The US has a high infection rate because they have a very high test rate and their reporting is accurate. The same cannot be said for Indonesia no matter how hard you try to spin your rubbish. Indonesia has literally tested no one in comparison. You have a similar sized population. Your government were slow to act and tried to look the other way hoping Allah would solve the problem. When Indonesia have conducted as many tests as US, come back and let us know but until then stop with your propaganda.","0"
"In number 195, when I know USA do only one test, I have already think it is dangerous, because there are Positive False and Negative False. And the carrier can make infection to the others and with his/her mobility can infect in vast area, without know who is the carrier. Indonesia ensure it is positive or not first and if positive will tracing to close contact. It is hard worker and time consume, if the positive Covid-19 has high mobility and many close contact. So, you can read, so, for release someone from quarantine need 2 negative pcr to avoid negative false. negative false is more dangerous than positive false.","0"
"Indonesia reported 109 new cases of coronavirus on Saturday. Total cases have risen to 1155 - up from 0 cases as recently as March 2. Also, there were 15 more deaths which takes the total to 102. That’s the highest death toll in south-east Asia. Indonesia, particularly Bali, still doesn’t have enough test kits for its population. As access to testing improves, I think it’s safe to say that these numbers will obviously increase dramatically. If you don’t test, you don’t know.","1"
"From NSW Health: Seven cases have been confirmed from a wedding in Bali on 21 March.","1"
"From 3400 positive Covid-19 in Australia, 67 percent are linked to travel, but we do not know how many of percentage portion go to Bali, because there are many Australian go to other countries besides Bali and nowadays some of them stranded in India and fear of running out of food and water. More over Ruby Princess cruise ship cases without mass testing is same or worse than a cruise ship in USA and nowadays USA has number one of positive Covid-19 patients. Previously, After a cruise ship cannot disembark in Semarang and Surabaya, the cruise ship can disembark in Benoa, Bali, after the passengers has been tested, but we do not know what kind of the test, but not all passengers disembark and still stay in the ship. So, there are possiibility same case as in USA and Australia happen in Bali, but until nowadays in Bali after several days the number is still same with 9 positive Covid-19 patients.","1"
"that certainly seems to show that it's getting around but to balance that, I left Bali on 18th March and I've had a test which was negative (husband didn't have test but on day 10 of our quarantine he's not showing any symptoms). Of course it may just have been that I wasn't doing any mwah mwah and avoided body massages for the last 5 days or so. This is the first cases I've read of that have been traced back to Bali - has anyone else heard of someone who got it there?","1"
"I was surprised to see this, Mel, as it hasn’t had any coverage in the media that I know of. Mind you, there are some rather serious issues being reported now so it would likely just be a blip on the media radar right now.","1"
"Nowadays Bali/Denpasar has own website of Covid-19, I have tried to access, but it can't, because maybe narrow bandwidth of the website.","0"
"Hilarious the many threads where people were chastised for being concerned about traveling this spring.","1"
"Almost 254,000 foreign tourists left Bali between I-26 March. Then again, more than 169,000 foreign tourists arrived on the island. Travellers from Australia, Russia & the United States topped the list of visitors, according to a government official. Unbelievable.","0"
"Hi, 9 new cases identified in Bali today. Gilimanuk to java ferry limited to Indonesian ID card holders only. Cheers","1"
"Where are you getting the info from, paulosussex? Not disrespecting you, just curious as most of the news locations I see are for Indonesia as a whole.","1"
"Beaches closed too ","1"
"Another Australian has been diagnosed with coronavirus after returning home from Bali.","1"
"Not that there was any doubt, but it's definitely getting around. Our quarantine lifted this morning (we came back on the 19th) and we don't have it so maybe it wasn't too widespread. Or it might have been because we were careful in the airport and stayed most of the time in the Garuda lounge.","0"
"They let 300 Indonesian citizens that worked on an Italian cruise ship into Bali Airport and said no one had the virus because they all were temperature tested at the airport. Oh boy watch this space.","1"
"After seeing how many people weren't social distancing at the supermarket in Sydney, I think it'll be a race to see who gets the most cases. 1.5 metres seems to be a pretty difficult concept for some people to grasp.","1"
"This isn't about Bali, but interesting news nevertheless. They started drive-thru testing for the Covid-19 virus in West Java yesterday and already detected about 600 confirmed cases with 300 or so in Sukabumi and around 200 in Bandung. That's a big number for one day, so heave knows what the true number must be across Indonesia for those who have not been tested.","1"
"That and the pastor and his wife of a church in Bandung died and 226 out of 600 of the congregation have tested positive for Covid-19. So many people in this country really are not taking this seriously.","1"
"Hi people just checking back in after 14 day compulsory self isolation. After calling Sarwa out 1 month ago I see all all of my predictions ring true. I am in constant contact with all of my Balinese friends and sadly they don’t get it. I am scared that when I return I will have families that are missing a parent or parents. Maybe a child or the entire family is deceased. I pray daily for my friends of 20 plus years but as most of you know the resilience and religion will overcome all issues,I hope this is true. May God bless you all and stay safe. Richard.","0"
"Hi, This was posted on a local expat page. It’s obviously not vigorously statistically proven but probably not far from the truth. “An often made comment related to the spread or impact of Covid-19 in Indonesia is that there’s not more people dying. Well, in Jakarta the number of funerals in March has increased a whopping 40%... On a side note, of ALL conducted Covid-19 tests in Indonesia more than 25% was positive. Draw your own conclusions...” Cheers","1"
"Indonesia has one of the lowest testing % per population in the world. It seems that there will be a tragedy of epic proportions about to unfold.","0"
"I love Bali. But thanks to the Indonesian govt's ineptitude in handling of the Covid-19 outbreak, the earliest i believe, i could visit my paradise again is in 2022.","1"
"300 positive is tested by Rapid test in police academy dormitory. Learn first about specificity and sensitivity, if you cannot ask your medical doctor, you can learn from wikipedia, I think there are no propaganda there. If all have positive test of swab Covid-19 test, it is a big single cluster, but not yet spread out. It is different with Ruby Princess cruise ship which has more than 650 positive of Covid-19 in entire continent and more than a half is outside of the origin area. I hope you have more informations, 24/7, than me. Many Indonesian live in Perth, Melbourne and Sydney. Informations can come from everywhere.","1"
"Given the Indonesian government’s continual flip flopping over issues such as Munduk, you’re sadly going to see a massive escalation of infections, Sarwa. It remains that there are not enough test kits, of any type, available for 270 million people so the spread of the virus will continue unabated.","0"
"Just watching news articles ,which I might add stretch the truth at times ,I feel so sorry for people in Bali as they are not being told certain important information on this virus. I have friends who only find out how bad this is by contacting me. Lots of Indonesians are very scared and the other lot have absolutely no idea how bad this has got and will get worse soon.","0"
"I also seriously doubt that it's going to make much difference. I tihnk the biggest threat to Indonesia now is Mudik since the government has not banned it. I know lots of Muslim friends who believe that Mudik should be banned this year. However, enforcing it is something else. I can just imagine with so many Indonesians who work in Jakarta returning to their home towns and villages throughout the country, how the virus could spread.","0"
"A 65 year old foreigner has reportedly died from Coronavirus in Bali.","1"
"On April 5, 2020, Bali has 38 positive confirmation of Covid-19, 18 is get well/recovery, after 2 negative tests and 2 got fatality to death with at least with 2 others chronic degenerative diseases. Recovery rate in Bali is more than 50 percent, the best in Indonesia. No one pay me, I only give facts/data, because no one can beat the facts/data.","0"
"Indonesia has been taking this so seriously that they've managed to conduct just 36 tests per million population. Then the propagandists among us try to describe the low case rates and how Indonesia are on top of their game regarding the virus when the rest of us know that nothing could be further from the truth.","1"
"Bali has a population around 4.3 million people. That just 38 people have tested positive simply indicates that not enough testing has been undertaken to date.","1"
"Hi, The Jakarta governors directive that all citizens should wear masks when going out has now been extended to Bali. I am confused about the figures being quoted. I counted 3 deaths in Bali, a british tourist, a French tourist and lastly an American in Kuta, but I guess we will have to wait a week to discover whether it was C-19 or some other condition. Cheers","1"
"Covid 19 fight in indonesia is very bad.., so little test, untransparentngoverment, long result time, unaccurate rapid test , slow govt response , mudik is not prohibited. Its all fact, and the official count is just a camouflage ... i really hope bali is spared from this virus.. otherwise economy can become disaster in years.","0"
"Indonesia is still test until finish, however the patient of Covid-19 get fatality to death, before the test result is not yet finish. It is important for tracing. However, the corpse will use kafan/shroud and then use waterproof plastic to cover it, disinfectant, before get into the coffin and then disinfectant again, after the coffin is closed. All persons do this use hazmat suit and also the driver and who buried it. In Makassar there are family want to buried by their self, but based on previous experience, they open the coffin and open also the plastic, even they kiss the corpse. In Banyumas, the ambulance must turn back to the hospital, because people do not want use the funeral. Even if use government land, they refuse it. Finally, use government forest land far from the people as a funeral. Medan and Palembang make funeral special for Covid-19. No matter in Bali, because they will take the corpse later for ngaben. There are possibility spike of positive Covid-19 patients from migrant workers in Bali, mainly from the crew of cruise ships, if they come back by themselves, but if they are evacuated by government they will do 14-day quarantine in inhabitant Sebaru Kecil Islet. And I have posted it at number 166.","1"
"On a serious note my friend in Bali just called to say that Grandma has just passed away. She has always been fit and healthy and they can’t understand why she just died. I can’t reply other than to say my condolences. Richard.","1"
"An almost impossible task probably. A lot of deaths put down to something else will be the norm I'm anticipating.","0"
"Given Indonesia is testing just 29 people out of every million, it’s unsurprising that the caseload of positive test outcomes and deaths are so low and unrepresentative of the reality of this virus’ impact.","1"
"Disclaimer: following post is my opinion and is not the opinion of the masses. The most important thing we must be doing is to take precautions, don’t travel , don’t meet anyone not living with you and cook all food through. I feel the testing should only be for high risk individuals. If we are taking the isolation precautions then there is no risk of us infecting anyone else. Living in Indonesia through much of the recent virus you learn to take these precautions quite serious.","1"
"My Bali July 2020 trip will be postponed until July 2021. I'm getting daily updates from U.S. State Department/U.S. Embassy in Jakarta that tells me that things are looking very bleak in Indonesia. Today's email was actually more alarming than previous emails. The U.S. govt is urging Americans to come home now while they have a chance. I think the chance is already small as it is. Japan, Singapore, Taiwan, and Hong Kong isn't letting non-citizens through. These are where most of the connecting flights from Bali to the U.S. would happen. Also in bold print - ""The U.S. govt doesn't anticipate arranging repatriation flights from Indonesia at this time"". Seeing the very late response that Indonesia has taken with all the denials, I fear that this virus is going to hit them like a ton of bricks with many fatalities. Very sad. Not that the U.S. response was any better. We definitely have a leader that doesn't lead and is completely inept. However, the U.S. has the money, resources, and a better health care system vs Indonesia.","1"
"Hi, 7 new cases identified in Bali today bringing the total to 43. Cheers","1"
"But how many people are being tested? 43 cases surely that is not an accurate figure. Look at what is happening all around the world. I feel very sad and concerned for the people of Indonesia as I do for every country battling this terrible virus. I wish everyone well . Hopefully we will all get through this.","1"
"unfortunately there are people still in Bali who should have either delayed going on their holiday in the first place or left long ago but they were determined to have their 'holiday' . They ignored all warnings and recommendations and some who did decide to go home left it far too late, just trying to squeeze a few more days in before booking a flight found themselves facing cancelled flights and closed airports. Some of these people are now regretting their choices and face a very extended stay in Bali. They will have many challenges as many hotels, restaurants, shops and necessary services are closed and those that are still trading are not far from closing their doors. Those who are left now have plenty of time to reflect on their decisions. Seriously they don't have their heads screwed on straight. It is not only US citizens who are in trouble, other countries have closed their airports also. The health system in Bali is very strained and far below standards of other countries and has no hope of coping. True numbers of cases will never be known. There will never be enough testing carried out, and like other illnesses ie Dengue the locals usually don't seek medical assistance and hence the number of cases are far from the truth. Correspondence I have had with someone who was in hospital in Bali being 'treated' for Corona virus described that even those in 'isolation' wards were being kept in the dark in regards to their test results. The government is covering up as they don't want to cause panic and fear. Sarwa is in his own little world talking to himself, no one is listening.","0"
"Even if you test negative for COVID-19, assume you have it, experts say Conventional diagnostic tests for the novel coronavirus may give false-negative results about 30% . Very disturbing. Stay home if you are feeling unwell doubly so if you have traveled.","0"
"No mention of Bali itself in this article but I think it’s not unreasonable to extend these issues to there as well.","1"
"That is extremely worrying for Indonesia including Bali, but I think we all knew it would eventually come to this.","0"
"It would be a challenge though to steer Indonesia through this. It's always easier to simplify it - the government is putting money before people - than to look at all the permutations - the difficulty of changing a very socially close society quickly, the added complication of religious sensibilities, how to support everyone when the safety net has always been family, the lack of the vast majority to work from home, communications when most people rely on the local grapevine rather than the Internet. Do I think they're doing a good job? No, but I don't underestimate the job they have to do.","0"
"Rapid test is screening test and not diagnostic test means positive of rapid test is directly must be confirmed by diagnostic test of Covid-19 test use swab test, whereas rapid test use your blood and test the immunoglobulin, your immunity. So, rapid test, test your immunity as general, but what is definitely infected must be confirmed. If you get blood test and your leukocyte is high mean you are infected, but what kind of infection, must be test further. Based on Jakarta rapid test, from 27, 000 rapid test is only 3 percent is positive and are not mean all have Covid-19. So, from 300 positive rapid test in Sukabumi there are only possibility maximum 9 are positive of Covid-19.","1"
"Indonesia would be among the last places you'd want to be right now during this pandemic if you should happen to need hospitalisation. Add to that the stress you would then place on an already inadequate healthcare system that cannot possibly cope. This is precisely why responsible governments were urging their own citizens to return home ASAP.","1"
"Could be age related, post #576. Anne Barker from ABC News has tweeted tonight that the Australian Consul has also been relocated from Bali. Looks like the Australian government is very pessimistic and, dare I say, realistic about the increasing health risks.","1"
"Common sense prevails to get home if you are not a resident and have no worthwhile purpose to remain. It just makes you wonder why there are stubborn selfish people who ignored all sensible, responsible advice to return home and have stayed on. There is no reason anyone should have even considered continuing on with a holiday. I know where I would rather be!","1"
"Thanks for the post Snooky. It beats me blind why they don't stop movement to and from Bali. I was told that lots from Java are swarming into Bali to get away from the virus. They have no idea what they are doing to the Island. My friends who live in Bali are almost too scared to even go to the shops. They don't understand and only get stuff from the TV.","1"
"Hi, My understanding is that certainly ferry transport from java (and from lombok) is limited to only essential services and Balinese KTP holders so certainly it’s getting harder for people from java to flood into Bali. Flights are also massively reduced from most cities domestically now. Cheers","1"
"Because there are no lock down, so mobility/transportation is only about 20 percent from the normal, not Nil as in totally lock down. You can read about PSBB, not lock down in Indonesia forum. Mudik is not allowed, so for Bali the problem is migrant workers, mainly who works in cruise ships and not mudik, because only a few Balinese work in Java.","0"
"I read your government paid propaganda piece in the Indonesian forum. Indonesia has no chance of flattening the curve the way they are handling this at the moment","0"
"Flattening the curve is when new cases is same with recovery plus died. For Indonesia is certainly not yet. ""Bali and East Java have good recovery and maybe will flattening the curve soon."". Recovery needs from 2 weeks to 6 weeks, so if flattening the curve can be done in 2 weeks, so it is good. Data April 10, 2020, cumulative positive Covid-19 patient is 3,512, died 306, so mortality rate is 8.7 percent, still high, but has slightly drop from 10 percent. You must focus in recovery rate, because recovery rate will increase, but mortality rate will decrease.","1"
"I mean, Flattening the curve is when NEW cases is same with NEW recovery plus NEW died, so the patients in the hospitals are in a stable number and it means the hospitals are sufficient and no need to add.","1"
"So far, Indonesia has now tested 19,500 people out of a population of 267 million. There is a very, very long way to go until “flattening the curve” can even be considered.","1"
"19,500 people is only for the swab test include who has died, because Indonesia still tracing to detect close contact in incubation period and asymptomatic persons. Rapid test is more than 100,000.","1"
"Australian media outlets reporting this morning that our borders will remain closed until at least the end of 2020. This ban on travel could last for TWO YEARS or more, depending on how the coronavirus threat is progressing in the rest of the world. Bali is in for a long period of economic pain because of this. Unless Indonesia fully eradicates the virus, Australian citizens won’t be going there. Period.","1"
"I had a 15 night cruise planned for Christmas with 5 Indonesian ports of call. I already made the decision to cancel almost a month ago based on publicly available information (not necessarily news reports). Things are really bad in Indonesia and other parts of the world. The Indonesian government in particular were too slow to take it seriously and thereby too slow to act. Now it's going to bite them on the bum, ten fold. Regarding hope for a vaccine, it should be understood that to date, there have been no vaccines developed for the other coronaviruses or even HIV. That's with all the squillions of dollars that that have been tipped in to develop a solution. It's going to be a long ride and we've only just buckled up.","0"
"I read an article on Kompas. com last night which estimates that around 32,000 people are infected with corona virus in Djakarta alone. This estimation has been done taking into account the relatively few number of tests done and the death rate of detected cases. It sounds like it will be a terrible time for all of Indonesia and as there appears still to be no real lockdown of movement it will hit Bali hard as well soon. ","0"
"there is this article which I originally posted in the Indonesia forum. “Updated modelling from University of Indonesia researchers suggests Indonesia could now have a million infected patients, and that more than 120,000 people will die by the end of May if the government does not impose a nationwide lockdown and mass swab testing.”","0"
"Basically, the less accurate the statistics and testing and the more corrupt the government of a given country, the longer the epidemic will remain and the more widespread it will become. Secrecy and misinformation is a friend to this virus. This is why Indonesia is in such big trouble. No country is going to take at face value infection numbers published by a government who’s own foreign minister promoted the idea that ‘prayer’ would keep the people safe. Countries that have managed to bring Covid-19 under control will simply not risk opening their borders anymore to ones which can’t guarantee the safe passage of travellers. That means that until a vaccine is found the Bali-Australia tourism relationship is frozen in time. Indefinitely.","1"
"Bali Governor has said unnecessary to do PSBB, because there are not so many cases in Bali. Local transmission among people in Bali is only 8 persons, 58 of 79 or 73 percent are imported cases as ship crew, and it can easily been detected.","0"
"""So far, Indonesia has recorded 459 deaths, more than any other Southeast Asian country. Its fatality rate is also one of the highest in the world. Researchers suggest the main reason for the high rate is probably a lack of testing, resulting in many cases going undetected"" But that doesn't stop our resident propagandist trying to constantly downplay the number of infections even though they know full well that the figures they present are both unreliable and rubbery, yet they are portrayed as some kind of good news story when nothing could be further from the truth.","0"
"“This is a time where, unfortunately, people can’t undertake holidays and they won’t be able to go overseas for quite some time to come.International travel will be the very LAST restriction that is reactivated again.”","0"
"Most the patients died had comorbidity diseases, not one, but at least 2. As an Island, I think Bali is better than Tasmania. Tasmania has more new cases than others area in Australia.","1"
"Erm, FreshPrince, that link you posted to the Asia Times news article, ""Bali’s mysterious immunity to Covid-19"" , actually gives credibility to Sarwa's contention. The Asia Times author is somewhat bewildered as to why but acknowledges that the Bali status with the virus is consistent with published numbers - i.e the Bali government is telling the truth. He pads the article out of course with speculations and pans the Indonesian govt. but we are where we are so those are just opinions. Given them's the facts then quantitatively as of 15/04/2020 Bali with 98 cases and 2 deaths is doing better than Tasmania with 165 cases and 6 deaths. Having 8 to 9 times the Tasmanian population and Java as a neighbour amplifies matters further. Qualitatively they seem ok too because all but 13 of the cases are imported from overseas workers or Java. Even the 13 cases look to be properly contact traced back to the imports and the follow up done properly. Their Ruby Princess moment is however about to hit with shiploads of returning cruise ship workers starting to arrive at Benoa from tomorrow. That will be a huge challenge but at least they have the experience from elsewhere to draw on - even if it's how not to do it, that's still valuable.","1"
"I was very aware of the content of the blog post that I shared. The reason for doing so is that the author appears to be as deluded as our friend Sarwa. It's basically paid government propaganda. The goal is to carry on downplaying the situation in the hope that tourists will start flocking back sooner rather than later. General theme being that Bali is somewhat under control or no worse than many other more developed countries.","0"
"The important thing is how many local transmission is happened. Most of Covid-19 in Bali is not local transmission. If local transmission is a lot, so it means the tracing is done maybe, but do not do until finish. Maybe they found only cluster, but how about sub cluster or sub sub cluster.","1"
"Indonesia has the highest number of Covid-19 fatalities in Asia excluding China but its testing numbers continue to lag its smaller neighbours. The fact remains that, until testing is comprehensively undertaken across its population, no one should entertain thoughts of a holiday there. 30,000 tests across 270 million people is not an adequate gauge of the existing level of the virus’ spread.","0"
"“ There are only 12 hospital beds on average for every 10,000 people — Australia has more than three times as many. And Indonesia has only four doctors and three intensive care beds for every 100 thousand people”.","1"
"Lets not bother with figures any more. I would only trust the numbers coming out of Australia anyway, because they are basically honest and in control. Indonesia on the other hand is not controlled (in many things) and they are not honest. You only have to see how they handled the Bali bombings to know that. Nothing has changed since then.","0"
"There are since yesterday’s figures now ‘officially’ 98 people with Covid-19 in Bali, are you seriously suggesting these cases are all foreigners? Of course there is local transmission, You only have to look at the areas these new cases are occurring to understand that. Cheers","1"
"Rapid test is accurate only for positive of Covid-19, whereas if negative is very dangerous, because there are Negative False. An Indonesian and an Indian as founder of Self Sensing based on Singapore has made rapid test of Covid-19, but he says it is pre-screening. The sensitivity is good 92 percent, but with all test using blood or test the immunity the negative false is very dangerous. This test maybe suitable for country with many positive patients as USA, but for country with still not too much of positive patients as Indonesia maybe will make many useless cash. As I know from rapid test in Indonesia, we can screening only 3 percent of positive. Or with cost USD 10 per test, we must disburse USD 1,000 for 3 positive patients. If make tracing well and then stratification with under monitoring, under supervision and then test 10 patients with swab test or PCR, will get 3 positive patients or more with cost relatively cheaper or less. Remember, positive of Self Sensing must be test again by swab test or PCR, so there are additional cost 3 x USD 100 = 300. This video will tell you about sensitivity of Self Sensing, but also tell you about negative false.","1"
"To all fellow travelers, At this hardship time, i think that there is no point on arguing on what is right, what is wrong. As a business owner in Bali myself, even though our corporate office is not in Bali, i would like to share a little bit of my thoughts. I was born in Indonesia, studied high school in Perth then college in Seattle so i have mixed experience on how they handle things in each country. Indonesian health care is not as good as other countries that is the truth. Lack of testing is also must be admitted by everyone. However, i believe that Indonesian weather and our daily life help us a lot in this matter. Hot weather i believe is not going to kill the virus, but at least it will make the virus less active. The problem is that in Jakarta our hot zone at the moment, have too many people. They all live in very very crowded areas so even though the virus is less active, i believe it is still spreading but not as severe as our fellow european/american. People's life in Jakarta is very tough and they already get used to on below healthy standard living. Their immune system is much much better i believe. If you look the pictures when flood came in, those children are swimming on the flood. Just think on how much virus/bacteria, etc on that water ? Bali is a little bit different and i believe the reasons on why there is only a little infected is because Bali is not as dense as Jakarta / Java Island. And that helps a lot. This moment of hardship will strengthen the bonds among us, whether families, friends, partners, communities. Think positive and let the world bring back our glorious travelling time.","1"
"Interesting article in the Jakarta post, that Indonesia is running out of testing kits, only 35,000 left. Interesting that they are running out of supply of reagents. According to Sarwa, Indonesia is able to produce their own reagents, something that even more advanced countries are unable to do. Just another reason not to believe our resident propagandist.","1"
"I checked this with Siloam and the do their own testing and analysis on site. They do not use Sanglah.","1"
"Thanks Paul, that’s interesting that the Jakarta Post is unaware of this.","1"
"I don’t think it’s particularly unusual that newpapers don’t check current facts before they reprint information they believe to be the case. One only has to think of the “Bali devastated by Earthquake” stories the Australian media love to pedal for instance. Cheers","1"
"There are 2 kind of tests. Test your immunity as rapid test do with big false negative and also false positive and test the available virus. So, if someone do rapid test and get negative result, must do the second rapid test a week later. And if the result of rapid test is positive, so must do swab test. So, you must check, it is for one test, 2 tests or 3 tests, Beware of hidden cost. And how about the cost, if you must stay there.","1"
"The Asia Times article you posted but now describe as propaganda is written by John McBeth, a well known New Zealand journalist residing in South East Asia. A click on his name at the top of the said article quickly produces a long list of current reports, many of which are highly critical of Indonesia, as indeed is this particular article. Let's take another look and use the subheadline for a bit more context
""Indonesian tourist island has relatively few cases while the disease rips through other areas of archipelagic nation"" This respected journalist is in no way a shill for Indonesia and was reporting first-hand observations that surprised him. There are indeed a lot of shill""s"" around, the air reeks of them, but McBeth is certainly not one of them.","0"
"Let’s hope the Balinese authorities remember your advice when they rapid test the 4 ships that are berthing in Benoa and disembarking Indonesian crews within the next few days. Cheers","1"
"Rapid test is accurate only for positive of Covid-19, whereas if negative is very dangerous, because there are Negative False. An Indonesian and an Indian as founder of Self Sensing based on Singapore has made rapid test of Covid-19, but he says it is pre-screening. The sensitivity is good 92 percent, but with all test using blood or test the immunity the negative false is very dangerous. This test maybe suitable for country with many positive patients as USA, but for country with still not too much of positive patients as Indonesia maybe will make many useless cash. As I know from rapid test in Indonesia, we can screening only 3 percent of positive. Or with cost USD 10 per test, we must disburse USD 1,000 for 3 positive patients. If make tracing well and then stratification with under monitoring, under supervision and then test 10 patients with swab test or PCR, will get 3 positive patients or more with cost relatively cheaper or less. Remember, positive of Self Sensing must be test again by swab test or PCR, so there are additional cost 3 x USD 100 = 300. This video will tell you about sensitivity of Self Sensing, but also tell you about negative false.","1"
"Thanks Yuri. I think I must have just missed the ramblings of one of those 'shills' directly above. Stay safe.","1"
"I appreciate your sentiments Ryan, but I am only listening to science based facts. Opinions on climate, population density and so-called immunity are precisely why the rest of the world do not believe the Indonesian government","1"
"I truly believe that our government lacks of everything but when i said about climate and everything else, it is basically our only hope. I am sorry if what i wrote implicate that tourists should come to bali now. it is totally not what i meant.","1"
"Singapore is having a very substantial COVID outbreak right now...I guess it must be pretty cold there?","0"
"I think we all agree it will be wonderful for Bali to get back on its feet, Ryan, but I fear there is an unrealistic optimism being clung to by officials. “Bali Tourism Board chief thinks hotels will start operating again in May. While head of the Bali provincial tourism office says they can bring in tourists from China by June.”","0"
